POST_TR_SGP_TABLE_RegistrationNO,PaperCode,CA1,CA2,POST_TR_TR_MSE,IA_TOTAL,POST_TR_TR_ESE,ExamHeld,ExamName,College_Code,Course_Code,Semester
16106107010,61818,5,5,17,27,56,2020,8thSem,107,106,8
16106107010,061825P,9,9,17,35,53,2020,8thSem,107,106,8
16106107011,61808,5,5,16,26,54,2020,8thSem,107,106,8
16106107011,61809,4,4,16,24,58,2020,8thSem,107,106,8
16106107011,061809P,5,5,8,18,26,2020,8thSem,107,106,8
16106107011,61810,5,5,17,27,52,2020,8thSem,107,106,8
16106107011,61814,5,4,17,26,32,2020,8thSem,107,106,8
16106107011,61818,5,5,17,27,47,2020,8thSem,107,106,8
16106107011,061825P,9,9,16,34,50,2020,8thSem,107,106,8
16106107012,61808,5,4,15,24,55,2020,8thSem,107,106,8
16106107012,61809,5,4,17,26,58,2020,8thSem,107,106,8
16106107012,061809P,5,5,8,18,26,2020,8thSem,107,106,8
16106107012,61810,5,5,18,28,55,2020,8thSem,107,106,8
16106107012,61814,5,5,18,28,48,2020,8thSem,107,106,8
16106107012,61818,5,5,17,27,63,2020,8thSem,107,106,8
16106107012,061825P,9,9,17,35,52,2020,8thSem,107,106,8
16106107013,61808,4,5,15,24,43,2020,8thSem,107,106,8
16106107013,61809,4,4,15,23,57,2020,8thSem,107,106,8
16106107013,061809P,5,4,7,16,26,2020,8thSem,107,106,8
16106107013,61810,5,5,18,28,53,2020,8thSem,107,106,8
16106107013,61814,5,5,17,27,48,2020,8thSem,107,106,8
16106107013,61818,5,5,17,27,53,2020,8thSem,107,106,8
16106107013,061825P,9,9,17,35,53,2020,8thSem,107,106,8
16106107014,61808,5,4,15,24,48,2020,8thSem,107,106,8
16106107014,61809,4,5,15,24,57,2020,8thSem,107,106,8
16106107014,061809P,4,5,7,16,26,2020,8thSem,107,106,8
16106107014,61810,5,5,18,28,53,2020,8thSem,107,106,8
16106107014,61814,5,5,16,26,48,2020,8thSem,107,106,8
16106107014,61818,5,5,17,27,52,2020,8thSem,107,106,8
16106107014,061825P,9,8,16,33,50,2020,8thSem,107,106,8
16106107015,61808,4,5,15,24,45,2020,8thSem,107,106,8
16106107015,61809,5,4,17,26,56,2020,8thSem,107,106,8
16106107015,061809P,5,4,8,17,25,2020,8thSem,107,106,8
16106107015,61810,4,4,17,25,50,2020,8thSem,107,106,8
16106107015,61814,4,4,15,23,45,2020,8thSem,107,106,8
16106107015,61818,4,5,15,24,46,2020,8thSem,107,106,8
16106107015,061825P,8,8,14,30,49,2020,8thSem,107,106,8
16106107016,61808,5,5,14,24,45,2020,8thSem,107,106,8
16106107016,61809,4,5,15,24,46,2020,8thSem,107,106,8
16106107016,061809P,4,5,7,16,25,2020,8thSem,107,106,8
16106107016,61810,4,4,16,24,52,2020,8thSem,107,106,8
16106107016,61814,4,4,15,23,47,2020,8thSem,107,106,8
16106107016,61818,4,4,16,24,38,2020,8thSem,107,106,8
16106107016,061825P,8,8,16,32,48,2020,8thSem,107,106,8
16106107017,61808,4,5,16,25,40,2020,8thSem,107,106,8
16106107017,61809,5,4,16,25,56,2020,8thSem,107,106,8
16106107017,061809P,5,4,8,17,26,2020,8thSem,107,106,8
16106107017,61810,5,5,17,27,40,2020,8thSem,107,106,8
16106107017,61814,5,5,17,27,36,2020,8thSem,107,106,8
16106107017,61818,5,5,17,27,40,2020,8thSem,107,106,8
16106107017,061825P,9,9,17,35,53,2020,8thSem,107,106,8
16106107018,61808,5,5,14,24,43,2020,8thSem,107,106,8
16106107018,61809,5,4,14,23,55,2020,8thSem,107,106,8
16106107018,061809P,5,4,8,17,25,2020,8thSem,107,106,8
16106107018,61810,5,5,16,26,53,2020,8thSem,107,106,8
16106107018,61814,4,5,16,25,50,2020,8thSem,107,106,8
16106107018,61818,4,5,16,25,46,2020,8thSem,107,106,8
16106107018,061825P,9,8,16,33,50,2020,8thSem,107,106,8
16106107019,61808,5,4,13,22,41,2020,8thSem,107,106,8
16106107019,61809,4,5,15,24,55,2020,8thSem,107,106,8
16106107019,061809P,5,5,8,18,24,2020,8thSem,107,106,8
16106107019,61810,5,5,16,26,56,2020,8thSem,107,106,8
16106107019,61814,5,4,16,25,51,2020,8thSem,107,106,8
16106107019,61818,5,5,17,27,50,2020,8thSem,107,106,8
16106107019,061825P,9,8,16,33,49,2020,8thSem,107,106,8
16106107020,61808,5,5,17,27,50,2020,8thSem,107,106,8
16106107020,61809,4,5,16,25,53,2020,8thSem,107,106,8
16106107020,061809P,5,5,8,18,24,2020,8thSem,107,106,8
16106107020,61810,4,4,16,24,55,2020,8thSem,107,106,8
16106107020,61814,5,4,16,25,51,2020,8thSem,107,106,8
16106107020,61818,4,4,16,24,50,2020,8thSem,107,106,8
16106107020,061825P,8,8,16,32,46,2020,8thSem,107,106,8
16106107022,61808,5,5,16,26,55,2020,8thSem,107,106,8
16106107022,61809,4,5,18,27,48,2020,8thSem,107,106,8
16106107022,061809P,5,5,8,18,25,2020,8thSem,107,106,8
16106107022,61810,5,5,17,27,55,2020,8thSem,107,106,8
16106107022,61814,5,5,17,27,54,2020,8thSem,107,106,8
16106107022,61818,4,4,16,24,53,2020,8thSem,107,106,8
16106107022,061825P,9,9,17,35,50,2020,8thSem,107,106,8
16106107023,61808,5,5,15,25,49,2020,8thSem,107,106,8
16106107023,61809,4,4,14,22,56,2020,8thSem,107,106,8
16106107023,061809P,4,5,8,17,25,2020,8thSem,107,106,8
16106107023,61810,4,4,16,24,52,2020,8thSem,107,106,8
16106107023,61814,4,4,16,24,46,2020,8thSem,107,106,8
16106107023,61818,4,4,16,24,45,2020,8thSem,107,106,8
16106107023,061825P,8,8,16,32,48,2020,8thSem,107,106,8
16106107024,61808,5,4,14,23,50,2020,8thSem,107,106,8
16106107024,61809,4,4,15,23,36,2020,8thSem,107,106,8
16106107024,061809P,4,5,8,17,24,2020,8thSem,107,106,8
16106107024,61810,4,5,16,25,49,2020,8thSem,107,106,8
16106107024,61814,4,4,16,24,39,2020,8thSem,107,106,8
16106107024,61818,4,4,16,24,44,2020,8thSem,107,106,8
16106107024,061825P,8,8,15,31,46,2020,8thSem,107,106,8
16106107025,61808,4,5,16,25,50,2020,8thSem,107,106,8
16106107025,61809,5,4,16,25,52,2020,8thSem,107,106,8
16106107025,061809P,5,4,8,17,26,2020,8thSem,107,106,8
16106107025,61810,5,5,17,27,59,2020,8thSem,107,106,8
16106107025,61814,5,4,17,26,59,2020,8thSem,107,106,8
16106107025,61818,4,4,18,26,51,2020,8thSem,107,106,8
16106107025,061825P,8,8,16,32,49,2020,8thSem,107,106,8
16106107026,61808,5,4,15,24,52,2020,8thSem,107,106,8
16106107026,61809,5,4,16,25,55,2020,8thSem,107,106,8
16106107026,061809P,5,4,8,17,26,2020,8thSem,107,106,8
16106107026,61810,5,5,17,27,54,2020,8thSem,107,106,8
16106107026,61814,5,5,16,26,38,2020,8thSem,107,106,8
16106107026,61818,4,4,18,26,46,2020,8thSem,107,106,8
16106107026,061825P,8,8,17,33,48,2020,8thSem,107,106,8
16106107027,61808,4,5,14,23,48,2020,8thSem,107,106,8
16106107027,61809,4,5,15,24,51,2020,8thSem,107,106,8
16106107027,061809P,4,5,7,16,25,2020,8thSem,107,106,8
16106107027,61810,4,5,16,25,52,2020,8thSem,107,106,8
16106107027,61814,4,4,16,24,51,2020,8thSem,107,106,8
16106107027,61818,4,4,15,23,58,2020,8thSem,107,106,8
16106107027,061825P,8,8,16,32,46,2020,8thSem,107,106,8
16106107028,61808,5,5,16,26,54,2020,8thSem,107,106,8
16106107028,61809,5,4,16,25,61,2020,8thSem,107,106,8
16106107028,061809P,5,5,8,18,26,2020,8thSem,107,106,8
16106107028,61810,5,5,17,27,55,2020,8thSem,107,106,8
16106107028,61814,5,5,17,27,48,2020,8thSem,107,106,8
16106107028,61818,5,4,18,27,52,2020,8thSem,107,106,8
16106107028,061825P,9,9,18,36,52,2020,8thSem,107,106,8
16106107029,61808,5,5,14,24,AB,2020,8thSem,107,106,8
16106107029,61809,5,4,15,24,AB,2020,8thSem,107,106,8
16106107029,061809P,5,5,7,17,AB,2020,8thSem,107,106,8
16106107029,61810,5,5,16,26,AB,2020,8thSem,107,106,8
16106107029,61814,4,5,15,24,AB,2020,8thSem,107,106,8
16106107029,61818,4,5,16,25,AB,2020,8thSem,107,106,8
16106107029,061825P,7,8,14,29,AB,2020,8thSem,107,106,8
16106107030,61808,5,4,16,25,43,2020,8thSem,107,106,8
16106107030,61809,5,4,16,25,57,2020,8thSem,107,106,8
16106107030,061809P,5,5,8,18,26,2020,8thSem,107,106,8
16106107030,61810,5,5,17,27,56,2020,8thSem,107,106,8
16106107030,61814,5,4,18,27,51,2020,8thSem,107,106,8
16106107030,61818,5,5,17,27,36,2020,8thSem,107,106,8
16106107030,061825P,9,8,17,34,53,2020,8thSem,107,106,8
16106107031,61808,5,5,13,23,53,2020,8thSem,107,106,8
16106107031,61809,5,4,15,24,58,2020,8thSem,107,106,8
16106107031,061809P,5,5,7,17,25,2020,8thSem,107,106,8
16106107031,61810,5,4,16,25,55,2020,8thSem,107,106,8
16106107031,61814,4,5,16,25,42,2020,8thSem,107,106,8
16106107031,61818,4,4,16,24,53,2020,8thSem,107,106,8
16106107031,061825P,9,8,16,33,50,2020,8thSem,107,106,8
16106107032,61808,5,5,16,26,54,2020,8thSem,107,106,8
16106107032,61809,4,5,16,25,56,2020,8thSem,107,106,8
16106107032,061809P,5,5,8,18,26,2020,8thSem,107,106,8
16106107032,61810,5,5,17,27,54,2020,8thSem,107,106,8
16106107032,61814,5,4,16,25,53,2020,8thSem,107,106,8
16106107032,61818,5,4,18,27,44,2020,8thSem,107,106,8
16106107032,061825P,9,9,17,35,52,2020,8thSem,107,106,8
16106107033,61808,5,5,16,26,35,2020,8thSem,107,106,8
16106107033,61809,4,5,18,27,51,2020,8thSem,107,106,8
16106107033,061809P,5,5,8,18,27,2020,8thSem,107,106,8
16106107033,61810,5,5,18,28,52,2020,8thSem,107,106,8
16106107033,61814,5,5,18,28,52,2020,8thSem,107,106,8
16106107033,61818,5,5,18,28,46,2020,8thSem,107,106,8
16106107033,061825P,9,9,18,36,55,2020,8thSem,107,106,8
16106107034,61808,4,5,16,25,51,2020,8thSem,107,106,8
16106107034,61809,4,5,16,25,56,2020,8thSem,107,106,8
16106107034,061809P,5,5,8,18,26,2020,8thSem,107,106,8
16106107034,61810,5,5,17,27,57,2020,8thSem,107,106,8
16106107034,61814,4,4,16,24,39,2020,8thSem,107,106,8
16106107034,61818,4,5,17,26,56,2020,8thSem,107,106,8
16106107034,061825P,9,8,16,33,53,2020,8thSem,107,106,8
16106107036,61808,4,5,17,26,54,2020,8thSem,107,106,8
16106107036,61809,4,5,16,25,56,2020,8thSem,107,106,8
16106107036,061809P,5,5,8,18,27,2020,8thSem,107,106,8
16106107036,61810,5,5,18,28,56,2020,8thSem,107,106,8
16106107036,61814,5,5,18,28,57,2020,8thSem,107,106,8
16106107036,61818,5,5,18,28,51,2020,8thSem,107,106,8
16106107036,061825P,9,9,18,36,56,2020,8thSem,107,106,8
16106107037,61808,5,5,16,26,53,2020,8thSem,107,106,8
16106107037,61809,4,5,17,26,56,2020,8thSem,107,106,8
16106107037,061809P,5,5,8,18,26,2020,8thSem,107,106,8
16106107037,61810,4,5,18,27,55,2020,8thSem,107,106,8
16106107037,61814,5,4,17,26,26,2020,8thSem,107,106,8
16106107037,61818,5,5,17,27,55,2020,8thSem,107,106,8
16106107037,061825P,9,8,17,34,52,2020,8thSem,107,106,8
16106107039,61808,5,5,17,27,50,2020,8thSem,107,106,8
16106107039,61809,5,4,16,25,61,2020,8thSem,107,106,8
16106107039,061809P,5,4,8,17,24,2020,8thSem,107,106,8
16106107039,61810,4,5,16,25,52,2020,8thSem,107,106,8
16106107039,61814,4,4,15,23,50,2020,8thSem,107,106,8
16106107039,61818,4,4,15,23,48,2020,8thSem,107,106,8
16106107039,061825P,8,8,15,31,47,2020,8thSem,107,106,8
17106107901,61808,5,5,13,23,52,2020,8thSem,107,106,8
17106107901,61809,5,4,15,24,44,2020,8thSem,107,106,8
17106107901,061809P,5,5,7,17,26,2020,8thSem,107,106,8
17106107901,61810,5,5,17,27,57,2020,8thSem,107,106,8
17106107901,61814,4,5,18,27,39,2020,8thSem,107,106,8
17106107901,61818,5,5,17,27,56,2020,8thSem,107,106,8
17106107901,061825P,8,8,16,32,48,2020,8thSem,107,106,8
17106107902,61808,4,5,15,24,54,2020,8thSem,107,106,8
17106107902,61809,5,4,16,25,54,2020,8thSem,107,106,8
17106107902,061809P,5,5,8,18,26,2020,8thSem,107,106,8
17106107902,61810,5,5,17,27,56,2020,8thSem,107,106,8
17106107902,61814,5,4,18,27,39,2020,8thSem,107,106,8
17106107902,61818,5,5,17,27,54,2020,8thSem,107,106,8
17106107902,061825P,8,8,17,33,47,2020,8thSem,107,106,8
17106107903,61808,5,5,14,24,52,2020,8thSem,107,106,8
17106107903,61809,5,4,16,25,52,2020,8thSem,107,106,8
17106107903,061809P,5,4,8,17,24,2020,8thSem,107,106,8
17106107903,61810,4,5,16,25,54,2020,8thSem,107,106,8
17106107903,61814,4,5,17,26,48,2020,8thSem,107,106,8
17106107903,61818,4,4,15,23,50,2020,8thSem,107,106,8
17106107903,061825P,8,8,16,32,46,2020,8thSem,107,106,8
